SOS_Response	RAF_Response	Normalized_PDF
0.3651198475	-0.04023303396	0
0.3651198475	-0.01241210549	0
0.3651198475	0.01540882299	0
0.3651198475	0.04322975146	0
0.3651198475	0.07105067994	0
0.3651198475	0.09887160841	0.00283286119
0.3651198475	0.1266925369	0
0.3651198475	0.1545134654	0.00283286119
0.3651198475	0.1823343938	0
0.3651198475	0.2101553223	0.004249291785
0.3651198475	0.2379762508	0.00566572238
0.3651198475	0.2657971793	0.00283286119
0.3651198475	0.2936181077	0.00283286119
0.3651198475	0.3214390362	0.004249291785
0.3651198475	0.3492599647	0.00283286119
0.3651198475	0.3770808932	0.00283286119
0.3651198475	0.4049018216	0.00283286119
0.3651198475	0.4327227501	0
0.3651198475	0.4605436786	0
0.3651198475	0.4883646071	0.00283286119
0.3651198475	0.5161855355	0.001416430595
0.3651198475	0.544006464	0
0.3651198475	0.5718273925	0.00283286119
0.3651198475	0.599648321	0.001416430595
0.3651198475	0.6274692494	0
0.3651198475	0.6552901779	0
0.3651198475	0.6831111064	0
0.3651198475	0.7109320349	0
0.3651198475	0.7387529633	0
0.3651198475	0.7665738918	0
0.3651198475	0.7943948203	0
0.3651198475	0.8222157488	0
0.3927188894	-0.2628004618	0
0.3927188894	-0.2349795333	0
0.3927188894	-0.2071586048	0
0.3927188894	-0.1793376763	0
0.3927188894	-0.1515167479	0
0.3927188894	-0.1236958194	0
0.3927188894	-0.09587489091	0
0.3927188894	-0.06805396244	0
0.3927188894	-0.04023303396	0
0.3927188894	-0.01241210549	0
0.3927188894	0.01540882299	0
0.3927188894	0.04322975146	0
0.3927188894	0.07105067994	0
0.3927188894	0.09887160841	0.001416430595
0.3927188894	0.1266925369	0.001416430595
0.3927188894	0.1545134654	0.00283286119
0.3927188894	0.1823343938	0.001416430595
0.3927188894	0.2101553223	0.004249291785
0.3927188894	0.2379762508	0.00283286119
0.3927188894	0.2657971793	0.004249291785
0.3927188894	0.2936181077	0.004249291785
0.3927188894	0.3214390362	0.007082152975
0.3927188894	0.3492599647	0.001416430595
0.3927188894	0.3770808932	0
0.3927188894	0.4049018216	0.00283286119
0.3927188894	0.4327227501	0.001416430595
0.3927188894	0.4605436786	0.004249291785
0.3927188894	0.4883646071	0.001416430595
0.3927188894	0.5161855355	0.001416430595
0.3927188894	0.544006464	0.00283286119
0.3927188894	0.5718273925	0.00283286119
0.3927188894	0.599648321	0.001416430595
0.3927188894	0.6274692494	0
0.3927188894	0.6552901779	0.001416430595
0.3927188894	0.6831111064	0
0.3927188894	0.7109320349	0
0.3927188894	0.7387529633	0
0.3927188894	0.7665738918	0
0.3927188894	0.7943948203	0
0.3927188894	0.8222157488	0
0.4203179313	-0.2628004618	0
0.4203179313	-0.2349795333	0
0.4203179313	-0.2071586048	0
0.4203179313	-0.1793376763	0
0.4203179313	-0.1515167479	0
0.4203179313	-0.1236958194	0
0.4203179313	-0.09587489091	0
0.4203179313	-0.06805396244	0
0.4203179313	-0.04023303396	0
0.4203179313	-0.01241210549	0
0.4203179313	0.01540882299	0
0.4203179313	0.04322975146	0
0.4203179313	0.07105067994	0
0.4203179313	0.09887160841	0
0.4203179313	0.1266925369	0.001416430595
0.4203179313	0.1545134654	0
0.4203179313	0.1823343938	0.001416430595
0.4203179313	0.2101553223	0
0.4203179313	0.2379762508	0.001416430595
0.4203179313	0.2657971793	0.00283286119
0.4203179313	0.2936181077	0.00283286119
0.4203179313	0.3214390362	0.001416430595
0.4203179313	0.3492599647	0.001416430595
0.4203179313	0.3770808932	0
0.4203179313	0.4049018216	0.00283286119
0.4203179313	0.4327227501	0.00283286119
0.4203179313	0.4605436786	0.001416430595
0.4203179313	0.4883646071	0.001416430595
0.4203179313	0.5161855355	0
0.4203179313	0.544006464	0.001416430595
0.4203179313	0.5718273925	0.001416430595
0.4203179313	0.599648321	0.001416430595
0.4203179313	0.6274692494	0
0.4203179313	0.6552901779	0.001416430595
0.4203179313	0.6831111064	0
0.4203179313	0.7109320349	0.001416430595
0.4203179313	0.7387529633	0
0.4203179313	0.7665738918	0
0.4203179313	0.7943948203	0.001416430595
0.4203179313	0.8222157488	0
0.4479169733	-0.2628004618	0
0.4479169733	-0.2349795333	0
0.4479169733	-0.2071586048	0
0.4479169733	-0.1793376763	0
0.4479169733	-0.1515167479	0
0.4479169733	-0.1236958194	0
0.4479169733	-0.09587489091	0
0.4479169733	-0.06805396244	0
0.4479169733	-0.04023303396	0
0.4479169733	-0.01241210549	0
0.4479169733	0.01540882299	0.001416430595
0.4479169733	0.04322975146	0
0.4479169733	0.07105067994	0
0.4479169733	0.09887160841	0.001416430595
0.4479169733	0.1266925369	0.001416430595
0.4479169733	0.1545134654	0.001416430595
0.4479169733	0.1823343938	0.00283286119
0.4479169733	0.2101553223	0.00283286119
0.4479169733	0.2379762508	0.00283286119
0.4479169733	0.2657971793	0.00283286119
0.4479169733	0.2936181077	0.00283286119
0.4479169733	0.3214390362	0.001416430595
0.4479169733	0.3492599647	0
0.4479169733	0.3770808932	0.00283286119
0.4479169733	0.4049018216	0
0.4479169733	0.4327227501	0.004249291785
0.4479169733	0.4605436786	0.004249291785
0.4479169733	0.4883646071	0.00283286119
0.4479169733	0.5161855355	0
0.4479169733	0.544006464	0
0.4479169733	0.5718273925	0
0.4479169733	0.599648321	0
0.4479169733	0.6274692494	0
0.4479169733	0.6552901779	0.001416430595
0.4479169733	0.6831111064	0.001416430595
0.4479169733	0.7109320349	0
0.4479169733	0.7387529633	0.001416430595
0.4479169733	0.7665738918	0.00283286119
0.4479169733	0.7943948203	0
0.4479169733	0.8222157488	0
0.4755160151	-0.2628004618	0
0.4755160151	-0.2349795333	0
0.4755160151	-0.2071586048	0
0.4755160151	-0.1793376763	0
0.4755160151	-0.1515167479	0
0.4755160151	-0.1236958194	0
0.4755160151	-0.09587489091	0
0.4755160151	-0.06805396244	0
0.4755160151	-0.04023303396	0
0.4755160151	-0.01241210549	0
0.4755160151	0.01540882299	0
0.4755160151	0.04322975146	0
0.4755160151	0.07105067994	0
0.4755160151	0.09887160841	0
0.4755160151	0.1266925369	0.001416430595
0.4755160151	0.1545134654	0
0.4755160151	0.1823343938	0.00283286119
0.4755160151	0.2101553223	0.00283286119
0.4755160151	0.2379762508	0
0.4755160151	0.2657971793	0.001416430595
0.4755160151	0.2936181077	0
0.4755160151	0.3214390362	0
0.4755160151	0.3492599647	0.00283286119
0.4755160151	0.3770808932	0.007082152975
0.4755160151	0.4049018216	0.001416430595
0.4755160151	0.4327227501	0.00283286119
0.4755160151	0.4605436786	0.001416430595
0.4755160151	0.4883646071	0
0.4755160151	0.5161855355	0
0.4755160151	0.544006464	0.001416430595
0.4755160151	0.5718273925	0.001416430595
0.4755160151	0.599648321	0
0.4755160151	0.6274692494	0.001416430595
0.4755160151	0.6552901779	0
0.4755160151	0.6831111064	0
0.4755160151	0.7109320349	0.001416430595
0.4755160151	0.7387529633	0
0.4755160151	0.7665738918	0.001416430595
0.4755160151	0.7943948203	0
0.4755160151	0.8222157488	0
0.5031150571	-0.2628004618	0
0.5031150571	-0.2349795333	0
0.5031150571	-0.2071586048	0
0.5031150571	-0.1793376763	0
0.5031150571	-0.1515167479	0
0.5031150571	-0.1236958194	0
0.5031150571	-0.09587489091	0
0.5031150571	-0.06805396244	0
0.5031150571	-0.04023303396	0
0.5031150571	-0.01241210549	0
0.5031150571	0.01540882299	0
0.5031150571	0.04322975146	0
0.5031150571	0.07105067994	0.001416430595
0.5031150571	0.09887160841	0.001416430595
0.5031150571	0.1266925369	0.001416430595
