0.1000000E-03   0.1000620E+02   0.2137608E-01   0.1708764E+00
0.2000000E-03   0.3496281E+01   0.1029950E-01   0.1190659E+00
0.3000000E-03   0.2113882E+01   0.8456118E-02   0.1079547E+00
0.4000000E-03   0.1514651E+01   0.7713051E-02   0.1031290E+00
0.5000000E-03   0.1180071E+01   0.7312927E-02   0.1004323E+00
0.6000000E-03   0.9665485E+00   0.7063112E-02   0.9871054E-01
0.7000000E-03   0.8184513E+00   0.6892379E-02   0.9751596E-01
0.8000000E-03   0.7097057E+00   0.6768335E-02   0.9663862E-01
0.9000000E-03   0.6264672E+00   0.6674144E-02   0.9596695E-01
0.1000000E-02   0.5607039E+00   0.6600191E-02   0.9543624E-01
0.2000000E-02   0.2735446E+00   0.6282078E-02   0.9311819E-01
0.3000000E-02   0.1808982E+00   0.6181113E-02   0.9237009E-01
0.4000000E-02   0.1351309E+00   0.6131537E-02   0.9200049E-01
0.5000000E-02   0.1078458E+00   0.6102076E-02   0.9178014E-01
0.6000000E-02   0.8972825E-01   0.6082552E-02   0.9163382E-01
0.7000000E-02   0.7682245E-01   0.6068664E-02   0.9152958E-01
0.8000000E-02   0.6716235E-01   0.6058279E-02   0.9145156E-01
0.8999999E-02   0.5966031E-01   0.6050220E-02   0.9139097E-01
0.1000000E-01   0.5366584E-01   0.6043784E-02   0.9134255E-01
0.2000000E-01   0.2676910E-01   0.6014950E-02   0.9112531E-01
0.3000000E-01   0.1783193E-01   0.6005384E-02   0.9105312E-01
0.4000000E-01   0.1336865E-01   0.6000610E-02   0.9101707E-01
0.5000000E-01   0.1069238E-01   0.5997748E-02   0.9099545E-01
0.6000000E-01   0.8908908E-02   0.5995841E-02   0.9098105E-01
0.7000000E-01   0.7635344E-02   0.5994479E-02   0.9097076E-01
0.8000000E-01   0.6680359E-02   0.5993459E-02   0.9096305E-01
0.8999999E-01   0.5937705E-02   0.5992665E-02   0.9095705E-01
0.1000000E+00   0.5343652E-02   0.5992030E-02   0.9095225E-01
0.2000000E+00   0.2671191E-02   0.5989174E-02   0.9093066E-01
0.3000000E+00   0.1780654E-02   0.5988223E-02   0.9092347E-01
0.4000000E+00   0.1335436E-02   0.5987747E-02   0.9091987E-01
0.5000000E+00   0.1068322E-02   0.5987462E-02   0.9091772E-01
0.6000000E+00   0.8902558E-03   0.5987271E-02   0.9091628E-01
0.7000000E+00   0.7630681E-03   0.5987135E-02   0.9091525E-01
0.8000000E+00   0.6676755E-03   0.5987034E-02   0.9091448E-01
0.9000000E+00   0.5934919E-03   0.5986954E-02   0.9091388E-01
0.1000000E+01   0.5341359E-03   0.5986891E-02   0.9091340E-01
0.2000000E+01   0.2670696E-03   0.5986606E-02   0.9091124E-01
0.3000000E+01   0.1780487E-03   0.5986511E-02   0.9091052E-01
0.4000000E+01   0.1335280E-03   0.5986463E-02   0.9091016E-01
0.5000000E+01   0.1068115E-03   0.5986434E-02   0.9090995E-01
0.6000000E+01   0.8901414E-04   0.5986415E-02   0.9090980E-01
0.7000000E+01   0.7631778E-04   0.5986402E-02   0.9090970E-01
0.8000000E+01   0.6675720E-04   0.5986392E-02   0.9090963E-01
0.9000000E+01   0.5931210E-04   0.5986384E-02   0.9090957E-01
0.1000000E+02   0.5347383E-04   0.5986377E-02   0.9090952E-01
